# TBLASTN 2.12.0+
# Query: Hil3_PIS55432.1_Cauris
# Database: ../input/blastdb/Cand_auris_strains
# Fields: subject id, % query coverage per subject, q. start, q. end, subject length, s. start, s. end, % identity, mismatches, evalue
# 23 hits found
gb|CP060374.1|	100	1	1375	4175355	4168117	4163993	100.000	0	0.0
gb|CP060374.1|	100	3	1229	4175355	18364	21888	56.866	460	0.0
gb|CP060339.1|	100	1	1375	4182400	4175151	4171027	100.000	0	0.0
gb|CP060339.1|	100	3	1229	4182400	18501	22025	56.866	460	0.0
gb|CP060362.1|	100	1	1375	1548399	1541847	1537723	99.855	2	0.0
gb|CP060355.1|	100	1	1375	1554028	1547318	1543194	99.855	2	0.0
gb|PGLS01000002.1|	100	1	1375	1552814	1547027	1542903	99.855	2	0.0
gb|CP060367.1|	100	1	1375	3525697	6640	10764	99.782	3	0.0
gb|CP043442.1|	99	1	1087	4189902	4181052	4177885	76.562	222	0.0
gb|CP043442.1|	99	603	1361	4189902	4180008	4177732	95.389	35	0.0
gb|CP060346.1|	99	1	1087	4200574	8814	11981	76.562	222	0.0
gb|CP060346.1|	99	603	1364	4200574	9858	12143	95.538	34	0.0
gb|CP050652.1|	44	760	1364	4050037	4049649	4047835	98.512	9	0.0
gb|CP060370.1|	86	3	1191	1399739	15756	19154	56.892	444	0.0
gb|CP060360.1|	86	3	1191	4282667	4267535	4264137	56.892	444	0.0
gb|CP060353.1|	86	3	1191	4302487	4276700	4273302	56.892	444	0.0
gb|CP060364.1|	76	335	1375	976263	970655	967512	51.391	348	7.10e-171
gb|CP060357.1|	76	335	1375	996679	25920	29063	51.391	348	1.03e-170
gb|CP060378.1|	76	335	1375	1003434	976593	973450	51.391	348	1.46e-170
gb|CP060343.1|	76	335	1375	1028427	976541	973398	51.391	348	1.46e-170
gb|CP060372.1|	76	335	1375	1042317	969496	966353	51.304	349	5.61e-170
gb|CP043446.1|	67	451	1375	988297	969534	966697	52.182	302	1.25e-161
gb|CP060350.1|	67	451	1375	997114	978453	975616	52.182	302	1.25e-161
# BLAST processed 1 queries
