# blastp
# Iteration: 0
# Query: unnamed protein product
# RID: ZN06FMZV013
# Database: refseq_protein
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 155 hits found
unnamed	XP_028889033.1	100.000	331	0	0	1	331	1	331	0.0	649	100.00
unnamed	XP_028888611.1	82.822	326	56	0	6	331	6	331	2.77e-168	530	91.72
unnamed	XP_025344416.1	81.308	321	60	0	5	325	3	323	1.18e-160	518	89.41
unnamed	XP_024713121.1	76.687	326	76	0	6	331	6	331	6.70e-150	487	88.34
unnamed	XP_025334498.1	74.772	329	82	1	3	331	4	331	1.59e-149	486	87.23
unnamed	XP_025344407.1	77.500	320	70	1	9	326	911	1230	5.79e-149	484	88.75
unnamed	XP_025335682.1	74.848	330	81	2	3	331	2	330	2.52e-148	478	86.67
unnamed	XP_025344601.1	72.086	326	91	0	6	331	19	344	5.15e-144	457	84.97
unnamed	XP_025342839.1	63.855	332	117	2	1	331	1	330	2.62e-131	422	79.22
unnamed	XP_024713119.1	65.714	315	108	0	10	324	10	324	9.45e-131	409	80.95
unnamed	XP_025337653.1	64.198	324	115	1	3	326	4	326	1.83e-129	402	79.01
unnamed	XP_025341971.1	64.263	319	114	0	10	328	10	328	1.94e-129	404	80.25
unnamed	XP_025334500.1	65.094	318	111	0	7	324	7	324	1.21e-127	407	79.87
unnamed	XP_025343300.1	66.987	312	103	0	20	331	3	314	4.79e-126	418	79.49
unnamed	XP_028889034.1	64.762	315	111	0	10	324	10	324	1.88e-125	392	79.05
unnamed	XP_028887965.1	66.881	311	103	0	13	323	11	321	2.05e-125	396	79.42
unnamed	XP_024712323.1	64.780	318	111	1	10	326	9	326	1.21e-123	385	78.93
unnamed	XP_024711259.1	61.538	325	125	0	1	325	1	325	1.28e-120	381	78.77
unnamed	XP_025335995.1	60.923	325	127	0	1	325	1	325	9.07e-119	377	77.23
unnamed	XP_024711351.1	59.697	330	131	1	1	330	1	328	1.34e-115	385	76.06
unnamed	XP_025338053.1	60.909	330	127	1	1	330	1	328	2.28e-114	384	75.76
unnamed	XP_028892406.1	61.022	313	120	2	12	323	8	319	1.90e-111	372	76.36
unnamed	XP_025337648.1	56.798	331	143	0	1	331	1	331	5.28e-109	365	73.11
unnamed	XP_024712318.1	57.100	331	142	0	1	331	1	331	7.26e-104	354	72.81
