# blastp
# Iteration: 1
# Query: XP_710435.2 Als3p [Candida albicans SC5314]
# RID: RBHFUX65013
# Database: refseq_protein
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 141 hits found
XP_710435.2	XP_710435.2	100.000	246	0	0	53	298	53	298	2.38e-173	517	100.00
XP_710435.2	XP_718077.1	83.333	246	41	0	53	298	53	298	4.49e-141	436	91.46
XP_710435.2	XP_718074.2	78.862	246	52	0	53	298	53	298	3.04e-133	417	89.02
XP_710435.2	XP_002421133.1	77.642	246	55	0	53	298	53	298	9.71e-130	406	89.02
XP_710435.2	XP_712646.2	76.016	246	58	1	53	298	53	297	2.06e-120	388	82.93
XP_710435.2	XP_002421194.1	73.577	246	64	1	53	298	53	297	2.37e-119	381	84.55
XP_710435.2	XP_002421177.1	73.577	246	64	1	53	298	53	297	8.31e-119	383	84.55
XP_710435.2	XP_718078.2	71.951	246	68	1	53	298	53	297	1.31e-113	368	81.71
XP_710435.2	XP_002421134.1	70.732	246	71	1	53	298	53	297	2.95e-112	364	81.71
XP_710435.2	XP_716079.2	65.726	248	83	1	53	298	54	301	2.59e-103	336	78.63
XP_710435.2	XP_002419531.1	64.919	248	85	1	53	298	54	301	3.10e-102	335	78.23
XP_710435.2	XP_002421168.1	63.821	246	87	1	53	298	53	296	7.31e-101	332	76.83
XP_710435.2	XP_710425.2	63.008	246	91	0	53	298	53	298	1.30e-97	323	77.24
XP_710435.2	XP_002546246.1	55.918	245	108	0	54	298	56	300	1.60e-91	294	73.06
XP_710435.2	XP_002549494.1	57.551	245	103	1	54	298	56	299	2.46e-90	285	72.24
XP_710435.2	XP_002549574.1	52.846	246	116	0	53	298	55	300	4.41e-86	277	71.54
XP_710435.2	XP_002549489.1	56.327	245	106	1	54	298	56	299	4.74e-85	281	71.84
XP_710435.2	XP_002547996.1	56.735	245	105	1	54	298	56	299	7.06e-85	282	71.43
XP_710435.2	XP_002546260.1	54.065	246	113	0	53	298	55	300	2.25e-83	280	71.14
XP_710435.2	XP_002546256.1	52.609	230	107	2	53	281	54	282	6.88e-78	253	69.13
XP_710435.2	XP_002546159.1	50.407	246	122	0	53	298	54	299	9.22e-78	266	66.67
XP_710435.2	XP_002549500.1	52.653	245	113	3	54	298	56	297	2.23e-77	253	68.16
XP_710435.2	XP_002547931.1	51.837	245	118	0	54	298	57	301	6.60e-77	248	67.35
XP_710435.2	XP_001382423.2	51.575	254	109	6	54	298	53	301	4.60e-76	247	66.14
XP_710435.2	XP_007376507.1	48.178	247	126	2	54	298	54	300	1.04e-72	238	64.37
XP_710435.2	XP_002419518.1	48.571	245	126	0	54	298	55	299	1.06e-72	251	66.12
XP_710435.2	XP_716065.2	48.571	245	126	0	54	298	55	299	8.93e-72	248	65.71
XP_710435.2	XP_002546248.1	50.617	243	120	0	54	296	55	297	9.03e-72	248	64.20
XP_710435.2	XP_002549585.1	51.293	232	111	2	53	283	54	284	9.90e-72	248	68.10
XP_710435.2	XP_036667837.1	49.398	249	122	3	53	298	58	305	3.89e-70	244	66.27
XP_710435.2	XP_007373625.1	48.583	247	125	2	54	298	54	300	2.41e-69	229	65.59
XP_710435.2	XP_003867239.2	47.200	250	125	2	54	298	59	306	7.77e-68	225	60.00
XP_710435.2	XP_007376508.1	45.749	247	132	2	54	298	54	300	1.04e-67	225	61.13
XP_710435.2	XP_007373627.1	45.935	246	132	1	54	298	55	300	3.68e-67	224	64.63
XP_710435.2	XP_003868698.1	46.800	250	126	2	54	298	59	306	5.78e-66	227	60.80
XP_710435.2	XP_007372791.1	44.758	248	135	2	53	298	53	300	1.04e-65	222	62.50
XP_710435.2	XP_007375238.1	44.939	247	134	2	54	298	54	300	2.35e-65	220	61.13
XP_710435.2	XP_003868699.1	46.185	249	128	2	54	298	59	305	3.69e-65	229	61.04
XP_710435.2	XP_007376506.1	44.130	247	136	2	54	298	53	299	5.09e-65	216	60.73
XP_710435.2	XP_020064655.1	45.382	249	129	4	54	298	55	300	5.62e-64	213	63.05
XP_710435.2	XP_036667005.1	46.000	250	128	2	54	298	59	306	2.32e-63	223	60.40
XP_710435.2	XP_001525979.1	44.841	252	130	2	54	298	54	303	4.40e-63	223	62.70
XP_710435.2	XP_007374586.1	42.915	247	139	2	54	298	54	300	3.39e-62	211	60.32
XP_710435.2	XP_036667835.1	44.980	249	131	2	54	298	59	305	1.23e-61	218	58.23
XP_710435.2	XP_036667838.1	44.622	251	131	3	54	298	59	307	2.25e-61	219	60.56
XP_710435.2	XP_036667836.1	44.800	250	131	3	54	298	59	306	1.83e-60	216	59.20
XP_710435.2	XP_007372029.1	41.057	246	142	3	54	298	50	293	2.37e-60	206	60.57
XP_710435.2	XP_001526163.1	46.429	252	126	4	54	298	54	303	5.80e-60	214	60.71
XP_710435.2	XP_001382823.2	43.200	250	133	5	54	298	54	299	3.77e-59	203	61.60
XP_710435.2	XP_001523162.1	41.667	252	138	2	54	298	54	303	9.13e-59	207	56.75
XP_710435.2	XP_007373417.1	45.565	248	133	2	53	298	53	300	3.89e-58	201	61.69
XP_710435.2	XP_007376996.1	39.516	248	147	2	54	298	71	318	1.52e-57	199	58.06
XP_710435.2	XP_007374202.1	39.024	246	149	1	54	298	54	299	2.92e-57	197	59.76
XP_710435.2	XP_001483949.1	44.000	250	133	3	54	298	53	300	2.60e-56	204	61.20
XP_710435.2	XP_020065557.1	44.488	254	129	7	54	298	45	295	9.92e-55	191	58.66
XP_710435.2	XP_020062301.1	41.634	257	135	6	54	298	57	310	5.50e-52	185	56.42
XP_710435.2	XP_007374407.1	41.129	248	144	2	53	298	55	302	6.50e-52	187	60.08
XP_710435.2	XP_007376381.1	38.492	252	144	4	54	298	51	298	3.40e-50	177	53.97
XP_710435.2	XP_007373346.1	37.698	252	151	2	53	298	53	304	7.10e-50	185	55.95
XP_710435.2	XP_007375672.1	35.600	250	153	4	53	298	51	296	2.77e-49	177	57.20
XP_710435.2	XP_007374661.1	37.860	243	145	2	62	298	2	244	1.50e-48	172	54.32
XP_710435.2	XP_002547932.1	38.400	250	147	4	53	298	55	301	3.55e-48	181	55.20
XP_710435.2	XP_001526158.1	40.000	230	131	3	54	278	54	281	3.77e-47	178	56.52
XP_710435.2	XP_043049612.1	39.216	255	135	6	54	298	1011	1255	8.98e-47	177	58.82
XP_710435.2	XP_007372696.1	39.516	248	146	3	54	298	53	299	1.88e-46	175	56.45
XP_710435.2	XP_001528214.1	36.653	251	151	3	54	298	58	306	8.71e-45	171	54.18
XP_710435.2	XP_001484573.1	36.842	247	154	1	54	298	54	300	1.37e-44	169	56.28
XP_710435.2	XP_007374987.1	34.800	250	155	5	54	298	51	297	2.64e-44	161	52.80
XP_710435.2	XP_007372698.1	38.723	235	141	2	53	284	52	286	2.80e-43	164	55.32
XP_710435.2	XP_006686436.1	41.558	231	127	4	53	280	52	277	1.97e-42	155	59.74
XP_710435.2	XP_007377896.1	35.178	253	156	2	54	298	54	306	1.64e-40	159	51.78
XP_710435.2	XP_034013133.1	36.992	246	146	5	54	298	54	291	2.50e-40	158	54.88
XP_710435.2	XP_007374988.1	32.129	249	164	4	54	298	51	298	6.12e-37	142	50.60
XP_710435.2	XP_043049019.1	33.200	250	157	4	54	298	58	302	1.38e-36	144	53.60
XP_710435.2	XP_020073834.1	34.510	255	152	6	54	298	56	305	1.37e-34	137	50.98
XP_710435.2	XP_020061849.1	35.345	232	142	4	54	277	41	272	7.76e-33	134	50.86
XP_710435.2	XP_020075327.1	34.510	255	152	6	54	298	56	305	8.73e-32	132	50.20
XP_710435.2	XP_028889001.1	33.878	245	149	5	54	287	51	293	3.91e-31	131	52.24
XP_710435.2	XP_001485530.1	36.437	247	155	1	54	298	71	317	4.39e-30	129	55.47
XP_710435.2	XP_025341969.1	34.298	242	144	6	64	296	62	297	1.76e-29	127	52.89
XP_710435.2	XP_002616033.1	34.274	248	153	4	53	292	49	294	2.52e-29	126	52.42
XP_710435.2	XP_020063982.1	35.000	240	139	6	54	277	55	293	3.70e-29	125	49.17
XP_710435.2	XP_007375573.1	32.171	258	153	8	54	298	51	299	3.82e-29	125	48.84
XP_710435.2	XP_028889036.1	33.745	243	153	4	64	298	61	303	7.90e-29	125	52.26
XP_710435.2	XP_025334501.1	33.750	240	147	5	64	296	60	294	7.95e-29	125	53.75
XP_710435.2	XP_024712791.1	32.685	257	159	6	53	298	50	303	9.48e-29	125	50.19
XP_710435.2	XP_034013752.1	33.065	248	153	7	54	298	56	293	1.03e-27	121	46.77
XP_710435.2	XP_020062153.1	33.195	241	142	6	54	277	28	266	1.56e-27	118	48.55
XP_710435.2	XP_025339548.1	32.099	243	148	5	64	293	62	300	3.52e-26	117	54.32
XP_710435.2	XP_025337938.1	32.000	250	156	5	53	298	50	289	4.13e-26	117	50.00
XP_710435.2	XP_028891719.1	27.727	220	153	2	64	277	62	281	6.58e-26	116	50.00
XP_710435.2	XP_020065558.1	27.490	251	174	5	53	298	52	299	8.91e-26	112	49.00
XP_710435.2	XP_018983642.1	34.914	232	136	9	54	278	55	278	2.31e-25	114	55.17
XP_710435.2	XP_020064652.1	27.092	251	175	5	53	298	52	299	3.49e-25	112	49.00
XP_710435.2	XP_025337656.1	33.333	222	140	3	64	279	45	264	9.13e-25	113	54.05
XP_710435.2	XP_007374664.1	31.897	232	117	5	75	298	3	201	1.12e-24	113	47.41
XP_710435.2	XP_011275016.1	32.794	247	142	7	57	290	54	289	5.62e-23	108	49.80
XP_710435.2	XP_018982792.1	31.600	250	160	9	54	298	56	299	1.97e-22	105	47.60
XP_710435.2	XP_019040826.1	32.301	226	133	7	65	279	60	276	5.76e-22	105	50.44
XP_710435.2	XP_024715064.1	31.532	222	141	4	64	277	3153	3371	1.76e-21	104	50.90
XP_710435.2	XP_024715064.1	28.571	231	136	7	64	277	62	280	1.06e-17	93.2	49.35
XP_710435.2	XP_034009851.1	34.211	228	129	7	54	276	50	261	2.45e-21	103	49.12
XP_710435.2	XP_024713118.1	34.091	220	138	4	64	277	60	278	6.84e-21	102	53.18
XP_710435.2	XP_034009831.1	33.628	226	133	7	54	276	49	260	7.23e-21	102	48.23
XP_710435.2	XP_024714320.1	31.250	224	137	6	64	277	62	278	1.86e-20	101	52.23
XP_710435.2	XP_001487296.1	33.761	234	134	8	53	276	51	273	4.59e-20	99.8	46.58
XP_710435.2	XP_011271329.1	31.364	220	138	5	64	276	59	272	1.76e-18	95.1	47.73
XP_710435.2	XP_003683059.1	31.933	238	140	8	64	279	66	303	4.21e-18	94.4	48.32
XP_710435.2	XP_025335677.1	29.464	224	143	5	64	277	47	265	5.39e-18	94.0	50.00
XP_710435.2	XP_020066202.1	29.310	232	154	5	54	277	55	284	1.22e-17	90.5	41.81
XP_710435.2	XP_020061727.1	27.344	256	163	6	54	293	55	303	2.01e-17	90.9	44.53
XP_710435.2	XP_037145229.1	29.839	248	139	9	61	279	3	244	7.93e-17	90.5	50.40
XP_710435.2	XP_015467388.1	29.787	235	150	8	53	279	50	277	2.13e-16	89.0	45.96
XP_710435.2	XP_461635.2	30.739	257	158	9	53	298	50	297	1.04e-15	87.0	47.08
XP_710435.2	XP_020064650.1	26.263	198	129	3	54	241	37	227	1.21e-13	78.2	44.44
XP_710435.2	XP_001384616.2	28.634	227	152	6	54	276	45	265	1.42e-13	80.9	45.37
XP_710435.2	XP_002552247.1	30.120	249	154	9	64	297	79	322	1.51e-12	78.2	48.59
XP_710435.2	XP_037140177.1	25.726	241	160	8	53	281	44	277	3.63e-12	76.6	46.89
XP_710435.2	XP_003688297.1	29.880	251	159	11	58	298	57	300	7.82e-12	75.9	45.82
XP_710435.2	XP_022678126.1	27.059	255	169	7	54	298	55	302	1.00e-11	74.7	46.27
XP_710435.2	XP_020063595.1	27.843	255	166	8	54	298	49	295	3.43e-11	73.9	44.71
XP_710435.2	XP_037145231.1	26.337	243	154	9	61	290	58	288	4.37e-11	73.2	48.15
XP_710435.2	XP_454386.1	27.660	235	152	6	54	278	54	280	6.65e-11	73.2	43.83
XP_710435.2	NP_012537.1	27.559	254	164	8	57	298	55	300	2.60e-10	71.2	45.67
XP_710435.2	XP_020072689.1	26.531	245	161	8	53	286	55	291	8.63e-10	68.9	44.08
XP_710435.2	XP_037144645.1	26.923	234	146	9	61	281	58	279	8.77e-10	69.7	48.72
XP_710435.2	XP_037145232.1	27.826	230	141	10	65	281	62	279	1.04e-09	69.7	49.13
XP_710435.2	XP_018221315.1	25.591	254	169	10	57	298	55	300	1.31e-09	68.6	45.67
XP_710435.2	NP_986993.3	25.969	258	173	7	53	298	43	294	1.47e-09	68.9	41.86
XP_710435.2	XP_446542.1	23.984	246	169	8	65	298	62	301	6.58e-09	67.0	43.90
XP_710435.2	XP_022628947.1	24.506	253	163	8	62	298	62	302	2.34e-08	65.5	45.06
XP_710435.2	XP_004180333.1	25.296	253	170	8	57	298	57	301	3.89e-08	64.7	45.06
XP_710435.2	XP_033767273.1	26.667	255	165	8	57	298	55	300	6.06e-08	64.3	44.71
XP_710435.2	XP_003673094.1	26.693	251	169	8	57	298	55	299	8.19e-08	63.9	43.03
XP_710435.2	XP_002551913.1	26.190	252	169	10	57	298	57	301	3.94e-07	62.0	44.44
XP_710435.2	XP_002555052.1	27.969	261	145	10	64	296	62	307	6.37e-07	61.2	43.30
XP_710435.2	XP_022465898.1	26.070	257	163	11	57	298	54	298	6.55e-07	61.2	46.30
XP_710435.2	XP_003669140.1	26.522	230	155	8	57	278	54	277	8.71e-07	60.8	45.65
XP_710435.2	XP_003956759.1	26.131	199	132	7	57	246	57	249	9.60e-07	60.5	45.73
XP_710435.2	XP_041404163.1	28.879	232	150	7	57	278	55	281	2.77e-06	59.3	43.10
XP_710435.2	XP_020068023.1	27.155	232	150	9	53	273	55	278	7.91e-06	58.2	45.26


