# TBLASTN 2.12.0+
# Query: Hil2_PIS49865.1_Cauris
# Database: ../input/blastdb/Cand_auris_strains
# Fields: subject id, % query coverage per subject, q. start, q. end, subject length, s. start, s. end, % identity, mismatches, evalue
# 26 hits found
gb|CP060378.1|	100	1	1720	1003434	978609	973450	100.000	0	0.0
gb|CP060343.1|	100	1	1720	1028427	978557	973398	100.000	0	0.0
gb|CP060357.1|	100	1	1720	996679	23904	29063	99.942	1	0.0
gb|CP060364.1|	72	491	1720	976263	971210	967512	99.351	5	0.0
gb|CP060372.1|	70	608	1720	1042317	969691	966353	99.820	2	0.0
gb|CP060372.1|	70	520	1515	1042317	969691	966605	73.055	201	0.0
gb|PGLS01000006.1|	100	830	1720	996432	26416	29088	99.888	1	0.0
gb|PGLS01000006.1|	100	1	829	996432	23930	26416	100.000	0	0.0
gb|CP060350.1|	72	775	1720	997114	978453	975616	85.551	107	0.0
gb|CP060350.1|	72	491	1385	997114	978513	975856	68.517	202	0.0
gb|CP043446.1|	72	775	1720	988297	969534	966697	85.551	107	0.0
gb|CP043446.1|	72	491	1385	988297	969594	966937	68.517	202	0.0
gb|CP060373.1|	70	511	1672	945735	29393	33226	67.290	292	0.0
gb|CP060373.1|	70	511	1720	945735	29789	33898	55.297	381	0.0
gb|CP060358.1|	70	511	1672	945302	921260	917427	67.290	292	0.0
gb|CP060358.1|	70	511	1720	945302	920864	916755	55.297	381	0.0
gb|PGLS01000005.1|	70	511	1672	949235	28099	31932	67.290	292	0.0
gb|PGLS01000005.1|	70	511	1720	949235	28495	32604	55.297	381	0.0
gb|CP043447.1|	67	511	1647	970309	940437	936661	66.377	288	0.0
gb|CP043447.1|	67	498	1646	970309	941004	937321	63.608	309	0.0
gb|CP060351.1|	68	511	1672	984263	29957	33790	65.325	304	0.0
gb|CP060351.1|	68	511	1646	984263	29693	33073	68.358	305	0.0
gb|CP060344.1|	70	511	1672	978324	29292	33125	65.265	318	0.0
gb|CP060344.1|	70	512	1720	978324	29691	33797	54.770	388	0.0
gb|CP060379.1|	70	514	1672	948455	19989	23813	65.340	316	0.0
gb|CP060379.1|	70	512	1720	948455	20379	24485	54.770	388	0.0
# BLAST processed 1 queries
