name	div
XP_028889033.1_B11221_Cauris	2192
XP_028889033.1_B11221_Cauris	2332
XP_028889033.1_B11221_Cauris	2472
XP_028889033.1_B11221_Cauris	2477
XP_028889033.1_B11221_Cauris	525
XP_028889033.1_B11221_Cauris	569
XP_028889033.1_B11221_Cauris	613
XP_028889033.1_B11221_Cauris	657
XP_028889033.1_B11221_Cauris	701
XP_028889033.1_B11221_Cauris	745
XP_028889033.1_B11221_Cauris	789
XP_028889033.1_B11221_Cauris	833
XP_028889033.1_B11221_Cauris	877
XP_028889033.1_B11221_Cauris	921
XP_028889033.1_B11221_Cauris	965
XP_028889033.1_B11221_Cauris	1009
XP_028889033.1_B11221_Cauris	1053
XP_028889033.1_B11221_Cauris	1097
XP_028889033.1_B11221_Cauris	1141
XP_028889033.1_B11221_Cauris	1185
XP_028889033.1_B11221_Cauris	1229
XP_028889033.1_B11221_Cauris	1273
XP_028889033.1_B11221_Cauris	1317
XP_028889033.1_B11221_Cauris	1361
XP_028889033.1_B11221_Cauris	1405
XP_028889033.1_B11221_Cauris	1449
XP_028889033.1_B11221_Cauris	1493
XP_028889033.1_B11221_Cauris	1537
XP_028889033.1_B11221_Cauris	1581
XP_028889033.1_B11221_Cauris	1625
XP_028889033.1_B11221_Cauris	1669
XP_028889033.1_B11221_Cauris	1713
XP_028889033.1_B11221_Cauris	1757
XP_028889033.1_B11221_Cauris	1801
XP_028889033.1_B11221_Cauris	1845
XP_028889033.1_B11221_Cauris	1889
XP_028889033.1_B11221_Cauris	1933
XP_028889033.1_B11221_Cauris	1977
XP_028889033.1_B11221_Cauris	2021
XP_028889033.1_B11221_Cauris	2065
XP_028889033.1_B11221_Cauris	2109
XP_028889033.1_B11221_Cauris	2153
XP_028889033.1_B11221_Cauris	2197
XP_028889033.1_B11221_Cauris	2210
XP_028889033.1_B11221_Cauris	387
XP_028889033.1_B11221_Cauris	411
XP_028889033.1_B11221_Cauris	435
XP_028889033.1_B11221_Cauris	459
XP_028889033.1_B11221_Cauris	479
XP_028889033.1_B11221_Cauris	353
XP_028889033.1_B11221_Cauris	366
XP_028889033.1_B11221_Cauris	379
XP_028889033.1_B11221_Cauris	379
XP_028889033.1_B11221_Cauris	370
XP_028889033.1_B11221_Cauris	376
XP_028889033.1_B11221_Cauris	382
XP_028889033.1_B11221_Cauris	387
