# TBLASTN 2.12.0+
# Query: Caur_Hil1 XP_028889033.1:12-327 uncharacterized protein CJI97_004172 [[Candida] auris]
# Database: ../../blastdb/C_albicans_NCYC4146
# Fields: subject id, % query coverage per subject, q. start, q. end, subject length, s. start, s. end, % identity, mismatches, evalue
# 13 hits found
gb|CM016744.1|	99	3	316	1089813	852148	851174	36.145	187	9.55e-43
gb|CM016742.1|	100	1	316	1261960	187898	188878	35.224	190	1.76e-41
gb|CM016742.1|	100	10	315	1261960	181463	182428	31.250	187	5.46e-32
gb|CM016745.1|	99	1	314	2336946	801632	802612	32.934	197	2.47e-39
gb|CM016745.1|	99	1	314	2336946	145401	146381	31.737	201	4.20e-37
gb|CM016745.1|	99	1	314	2336946	874353	875333	32.335	199	4.75e-37
gb|CM016745.1|	99	1	308	2336946	181803	180847	31.288	199	3.06e-34
gb|CM016739.1|	99	1	313	2470641	2089735	2088743	32.840	195	1.32e-38
gb|CM016741.1|	99	1	314	1630845	1487099	1486119	32.934	197	6.20e-37
gb|CM016738.1|	96	5	307	3620509	3238303	3239229	27.673	206	4.92e-26
gb|CM016738.1|	96	5	307	3620509	3589993	3590919	27.673	206	4.92e-26
gb|CM016740.1|	98	5	315	1837262	94047	95021	26.426	215	1.07e-19
gb|CM016740.1|	98	13	308	1837262	87392	88324	24.688	208	3.61e-18
# TBLASTN 2.12.0+
# Query: Calb_Hyr1 XP_722183.2:11-334 Hyr1p [Candida albicans SC5314]
# Database: ../../blastdb/C_albicans_NCYC4146
# Fields: subject id, % query coverage per subject, q. start, q. end, subject length, s. start, s. end, % identity, mismatches, evalue
# 13 hits found
gb|CM016738.1|	100	1	324	3620509	3238291	3239262	98.765	4	0.0
gb|CM016738.1|	100	1	324	3620509	3589981	3590952	98.765	4	0.0
gb|CM016742.1|	100	1	324	1261960	187892	188884	48.193	163	1.04e-92
gb|CM016742.1|	100	1	324	1261960	181427	182437	42.604	179	6.02e-75
gb|CM016745.1|	100	1	324	2336946	874353	875339	43.939	178	1.03e-85
gb|CM016745.1|	100	1	324	2336946	801632	802618	43.333	180	2.37e-84
gb|CM016745.1|	100	1	324	2336946	145401	146387	42.424	183	3.87e-81
gb|CM016745.1|	100	1	315	2336946	181803	180844	39.875	186	9.32e-72
gb|CM016744.1|	99	3	324	1089813	852148	851168	42.683	181	7.60e-83
gb|CM016741.1|	100	1	324	1630845	1487099	1486113	43.030	181	8.54e-79
gb|CM016739.1|	97	10	324	2470641	2089702	2088734	36.196	194	2.81e-57
gb|CM016740.1|	98	7	324	1837262	94047	95024	32.432	203	1.85e-35
gb|CM016740.1|	98	28	324	1837262	87437	88351	31.715	195	8.33e-34
# TBLASTN 2.12.0+
# Query: Cgla_Hyr1 XP_445977.1:14-341 uncharacterized protein CAGL0E06600g [[Candida] glabrata]
# Database: ../../blastdb/C_albicans_NCYC4146
# Fields: subject id, % query coverage per subject, q. start, q. end, subject length, s. start, s. end, % identity, mismatches, evalue
# 13 hits found
gb|CM016742.1|	92	29	328	1261960	187988	188884	30.592	202	9.69e-25
gb|CM016742.1|	92	28	328	1261960	181523	182437	27.974	208	1.12e-21
gb|CM016745.1|	96	45	328	2336946	145539	146387	31.959	183	1.17e-24
gb|CM016745.1|	96	13	317	2336946	181767	180850	30.284	198	5.26e-22
gb|CM016745.1|	96	37	328	2336946	874467	875339	29.373	191	1.41e-21
gb|CM016745.1|	96	37	328	2336946	801746	802618	29.043	192	3.14e-21
gb|CM016741.1|	89	37	328	1630845	1486985	1486113	29.293	199	4.05e-23
gb|CM016740.1|	92	28	328	1837262	94116	95015	28.065	204	1.98e-22
gb|CM016740.1|	92	36	320	1837262	87467	88330	27.740	200	8.46e-20
gb|CM016739.1|	96	3	317	2470641	2089723	2088761	26.462	225	3.69e-22
gb|CM016744.1|	99	3	328	1089813	852148	851168	26.506	233	2.12e-21
gb|CM016738.1|	89	30	322	3620509	3238384	3239247	28.289	191	4.03e-20
gb|CM016738.1|	89	30	322	3620509	3590074	3590937	28.289	191	4.03e-20
# BLAST processed 3 queries
