ID	length	Ser	Thr
lcl|CP048130.1_cds_QHS69650.1_1	3201	0	777
lcl|CP048130.1_cds_QHS69649.1_1	1746	0	580
lcl|CP048130.1_cds_QHS69648.1_1	642	0	173
lcl|CP048130.1_cds_QHS69647.1_1	2601	0	743
lcl|CP048130.1_cds_QHS69646.1_1	1080	0	333
lcl|CP048130.1_cds_QHS69645.1_1	1050	0	321
lcl|CP048130.1_cds_QHS69644.1_1	702	0	194
lcl|CP048130.1_cds_QHS69643.1_1	1779	0	524
lcl|CP048130.1_cds_QHS69642.1_1	792	0	212
lcl|CP048130.1_cds_QHS69641.1_1	723	0	133
lcl|CP048130.1_cds_QHS69640.1_1	1104	0	269
lcl|CP048130.1_cds_QHS69639.1_1	2433	0	659
lcl|CP048130.1_cds_QHS69638.1_1	3276	0	977
lcl|CP048130.1_cds_QHS69637.1_1	1698	0	564
lcl|CP048130.1_cds_QHS69636.1_1	5523	0	1817
lcl|CP048130.1_cds_QHS69635.1_1	1116	0	323
lcl|CP048130.1_cds_QHS69634.1_1	3591	0	1028
lcl|CP048130.1_cds_QHS69633.1_1	2547	0	698
lcl|CP048130.1_cds_QHS69632.1_1	2184	0	631
lcl|CP048130.1_cds_QHS69631.1_1	1542	0	444
lcl|CP048130.1_cds_QHS69630.1_1	948	0	279
lcl|CP048130.1_cds_QHS69629.1_1	435	0	120
lcl|CP048130.1_cds_QHS69628.1_1	1527	0	406
lcl|CP048130.1_cds_QHS69627.1_1	564	0	134
lcl|CP048130.1_cds_QHS69626.1_1	1041	0	262
lcl|CP048130.1_cds_QHS69625.1_1	1404	0	414
lcl|CP048130.1_cds_QHS69624.1_1	417	0	166
lcl|CP048130.1_cds_QHS69623.1_1	1869	0	507
lcl|CP048130.1_cds_QHS69622.1_1	1485	0	430
lcl|CP048130.1_cds_QHS69621.1_1	1128	0	324
lcl|CP048130.1_cds_QHS69620.1_1	2763	0	824
lcl|CP048130.1_cds_QHS69619.1_1	1941	0	584
lcl|CP048130.1_cds_QHS69618.1_1	924	0	242
lcl|CP048130.1_cds_QHS69617.1_1	4632	0	1355
lcl|CP048130.1_cds_QHS69616.1_1	780	0	230
lcl|CP048130.1_cds_QHS69615.1_1	1872	0	457
lcl|CP048130.1_cds_QHS69614.1_1	1470	0	375
lcl|CP048130.1_cds_QHS69613.1_1	687	0	202
lcl|CP048130.1_cds_QHS69612.1_1	459	0	119
lcl|CP048130.1_cds_QHS69611.1_1	204	0	49
lcl|CP048130.1_cds_QHS69610.1_1	639	0	168
lcl|CP048130.1_cds_QHS69609.1_1	3324	0	886
lcl|CP048130.1_cds_QHS69608.1_1	759	0	137
lcl|CP048130.1_cds_QHS69607.1_1	1626	0	368
lcl|CP048130.1_cds_QHS69606.1_1	1833	0	493
lcl|CP048130.1_cds_QHS69605.1_1	723	0	178
lcl|CP048130.1_cds_QHS69604.1_1	1995	0	523
lcl|CP048130.1_cds_QHS69603.1_1	1026	0	260
lcl|CP048130.1_cds_QHS69602.1_1	615	0	110
lcl|CP048130.1_cds_QHS69601.1_1	270	0	50
lcl|CP048130.1_cds_QHS69600.1_1	1779	0	316
lcl|CP048130.1_cds_QHS69599.1_1	813	0	202
lcl|CP048130.1_cds_QHS69598.1_1	2181	0	603
lcl|CP048130.1_cds_QHS69597.1_1	1020	0	241
lcl|CP048130.1_cds_QHS69596.1_1	636	0	149
lcl|CP048130.1_cds_QHS69595.1_1	741	0	187
lcl|CP048130.1_cds_QHS69594.1_1	888	0	252
lcl|CP048130.1_cds_QHS69593.1_1	1320	0	380
lcl|CP048130.1_cds_QHS69592.1_1	2826	0	801
lcl|CP048130.1_cds_QHS69591.1_1	1401	0	408
lcl|CP048130.1_cds_QHS69590.1_1	2955	0	886
lcl|CP048130.1_cds_QHS69589.1_1	897	0	273
lcl|CP048130.1_cds_QHS69588.1_1	1779	0	475
lcl|CP048130.1_cds_QHS69587.1_1	1359	0	386
lcl|CP048130.1_cds_QHS69586.1_1	834	0	228
lcl|CP048130.1_cds_QHS69585.1_1	384	0	110
lcl|CP048130.1_cds_QHS69584.1_1	1977	0	559
lcl|CP048130.1_cds_QHS69583.1_1	465	0	119
lcl|CP048130.1_cds_QHS69582.1_1	687	0	192
lcl|CP048130.1_cds_QHS69581.1_1	978	0	234
lcl|CP048130.1_cds_QHS69580.1_1	465	0	101
lcl|CP048130.1_cds_QHS69579.1_1	900	0	136
lcl|CP048130.1_cds_QHS69578.1_1	495	0	76
lcl|CP048130.1_cds_QHS69577.1_1	1335	0	278
lcl|CP048130.1_cds_QHS69576.1_1	225	0	49
lcl|CP048130.1_cds_QHS69575.1_1	750	0	173
lcl|CP048130.1_cds_QHS69574.1_1	387	0	84
lcl|CP048130.1_cds_QHS69573.1_1	429	0	103
lcl|CP048130.1_cds_QHS69572.1_1	237	0	59
lcl|CP048130.1_cds_QHS69571.1_1	1374	0	345
lcl|CP048130.1_cds_QHS69570.1_1	2310	0	625
lcl|CP048130.1_cds_QHS69569.1_1	2985	0	934
lcl|CP048130.1_cds_QHS69568.1_1	1950	0	586
lcl|CP048130.1_cds_QHS69567.1_1	2445	0	577
lcl|CP048130.1_cds_QHS69566.1_1	345	0	89
lcl|CP048130.1_cds_QHS69565.1_1	435	0	102
lcl|CP048130.1_cds_QHS69564.1_1	519	0	126
lcl|CP048130.1_cds_QHS69563.1_1	2418	0	665
lcl|CP048130.1_cds_QHS69562.1_1	2916	0	709
lcl|CP048130.1_cds_QHS69561.1_1	1110	0	326
lcl|CP048130.1_cds_QHS69560.1_1	975	0	239
lcl|CP048130.1_cds_QHS69559.1_1	336	0	102
lcl|CP048130.1_cds_QHS69558.1_1	1506	0	387
lcl|CP048130.1_cds_QHS69557.1_1	792	0	213
lcl|CP048130.1_cds_QHS69556.1_1	261	0	80
lcl|CP048130.1_cds_QHS69555.1_1	1854	0	551
lcl|CP048130.1_cds_QHS69554.1_1	2523	0	663
lcl|CP048130.1_cds_QHS69553.1_1	1248	0	260
lcl|CP048130.1_cds_QHS69552.1_1	777	0	180
lcl|CP048130.1_cds_QHS69551.1_1	1122	0	213
lcl|CP048130.1_cds_QHS69550.1_1	1107	0	306
lcl|CP048130.1_cds_QHS69549.1_1	714	0	173
lcl|CP048130.1_cds_QHS69548.1_1	534	0	139
lcl|CP048130.1_cds_QHS69547.1_1	1245	0	283
lcl|CP048130.1_cds_QHS69546.1_1	2694	0	666
lcl|CP048130.1_cds_QHS69545.1_1	1905	0	520
lcl|CP048130.1_cds_QHS69544.1_1	1344	0	320
lcl|CP048130.1_cds_QHS69543.1_1	441	0	110
lcl|CP048130.1_cds_QHS69542.1_1	528	0	124
lcl|CP048130.1_cds_QHS69541.1_1	1530	0	390
lcl|CP048130.1_cds_QHS69540.1_1	747	0	207
lcl|CP048130.1_cds_QHS69539.1_1	1197	0	337
lcl|CP048130.1_cds_QHS69538.1_1	14643	0	4234
lcl|CP048130.1_cds_QHS69537.1_1	1107	0	279
lcl|CP048130.1_cds_QHS69536.1_1	360	0	97
lcl|CP048130.1_cds_QHS69535.1_1	1929	0	533
lcl|CP048130.1_cds_QHS69534.1_1	804	0	208
lcl|CP048130.1_cds_QHS69533.1_1	1047	0	309
lcl|CP048130.1_cds_QHS69532.1_1	4740	0	1335
lcl|CP048130.1_cds_QHS69531.1_1	207	0	44
lcl|CP048130.1_cds_QHS69530.1_1	1161	0	250
lcl|CP048130.1_cds_QHS69529.1_1	1728	0	502
lcl|CP048130.1_cds_QHS69528.1_1	1056	0	316
lcl|CP048130.1_cds_QHS69527.1_1	3579	0	837
lcl|CP048130.1_cds_QHS69526.1_1	2955	0	652
lcl|CP048130.1_cds_QHS69525.1_1	831	0	227
lcl|CP048130.1_cds_QHS69524.1_1	891	0	292
lcl|CP048130.1_cds_QHS69523.1_1	4359	0	1329
lcl|CP048130.1_cds_QHS69522.1_1	1017	0	278
lcl|CP048130.1_cds_QHS69521.1_1	1650	0	361
lcl|CP048130.1_cds_QHS69520.1_1	807	0	201
lcl|CP048130.1_cds_QHS69519.1_1	297	0	67
lcl|CP048130.1_cds_QHS69518.1_1	1971	0	546
lcl|CP048130.1_cds_QHS69517.1_1	1386	0	416
lcl|CP048130.1_cds_QHS69516.1_1	660	0	185
lcl|CP048130.1_cds_QHS69515.1_1	2973	0	760
lcl|CP048130.1_cds_QHS69514.1_1	813	0	188
lcl|CP048130.1_cds_QHS69513.1_1	219	0	64
lcl|CP048130.1_cds_QHS69512.1_1	657	0	132
lcl|CP048130.1_cds_QHS69511.1_1	1002	0	293
lcl|CP048130.1_cds_QHS69510.1_1	1140	0	343
lcl|CP048130.1_cds_QHS69509.1_1	279	0	68
lcl|CP048130.1_cds_QHS69508.1_1	1842	0	569
lcl|CP048130.1_cds_QHS69507.1_1	972	0	260
lcl|CP048130.1_cds_QHS69506.1_1	2322	0	622
lcl|CP048130.1_cds_QHS69505.1_1	222	0	62
lcl|CP048130.1_cds_QHS69504.1_1	1095	0	259
lcl|CP048130.1_cds_QHS69503.1_1	5004	0	1320
lcl|CP048130.1_cds_QHS69502.1_1	1689	0	556
lcl|CP048130.1_cds_QHS69501.1_1	1299	0	359
lcl|CP048130.1_cds_QHS69500.1_1	972	0	259
lcl|CP048130.1_cds_QHS69499.1_1	1380	0	406
lcl|CP048130.1_cds_QHS69498.1_1	447	0	81
lcl|CP048130.1_cds_QHS69497.1_1	1722	0	365
lcl|CP048130.1_cds_QHS69496.1_1	417	0	99
lcl|CP048130.1_cds_QHS69495.1_1	1233	0	302
lcl|CP048130.1_cds_QHS69494.1_1	678	0	169
lcl|CP048130.1_cds_QHS69493.1_1	1860	0	554
lcl|CP048130.1_cds_QHS69492.1_1	678	0	130
lcl|CP048130.1_cds_QHS69491.1_1	7494	0	2192
lcl|CP048130.1_cds_QHS69490.1_1	591	0	124
lcl|CP048130.1_cds_QHS69489.1_1	1299	0	357
lcl|CP048130.1_cds_QHS69488.1_1	2310	0	600
lcl|CP048130.1_cds_QHS69487.1_1	630	0	141
lcl|CP048130.1_cds_QHS69486.1_1	4998	0	1324
lcl|CP048130.1_cds_QHS69485.1_1	1401	0	371
lcl|CP048130.1_cds_QHS69484.1_1	1176	0	319
lcl|CP048130.1_cds_QHS69483.1_1	357	0	97
lcl|CP048130.1_cds_QHS69482.1_1	1347	0	444
lcl|CP048130.1_cds_QHS69481.1_1	1824	0	464
lcl|CP048130.1_cds_QHS69480.1_1	453	0	166
lcl|CP048130.1_cds_QHS69479.1_1	414	0	117
lcl|CP048130.1_cds_QHS69478.1_1	282	0	93
lcl|CP048130.1_cds_QHS69477.1_1	1194	0	388
lcl|CP048130.1_cds_QHS69476.1_1	720	0	197
lcl|CP048130.1_cds_QHS69475.1_1	4431	0	1327
lcl|CP048130.1_cds_QHS69474.1_1	2604	0	684
lcl|CP048130.1_cds_QHS69473.1_1	1629	0	415
lcl|CP048130.1_cds_QHS69472.1_1	1392	0	387
lcl|CP048130.1_cds_QHS69471.1_1	1107	0	282
lcl|CP048130.1_cds_QHS69470.1_1	750	0	165
lcl|CP048130.1_cds_QHS69469.1_1	2058	0	568
lcl|CP048130.1_cds_QHS69468.1_1	1512	0	376
lcl|CP048130.1_cds_QHS69467.1_1	9375	0	2909
lcl|CP048130.1_cds_QHS69466.1_1	1923	0	453
lcl|CP048130.1_cds_QHS69465.1_1	1392	0	328
lcl|CP048130.1_cds_QHS69464.1_1	822	0	249
lcl|CP048130.1_cds_QHS69463.1_1	1035	0	272
lcl|CP048130.1_cds_QHS69462.1_1	858	0	209
lcl|CP048130.1_cds_QHS69461.1_1	321	0	80
lcl|CP048130.1_cds_QHS69460.1_1	2817	0	845
lcl|CP048130.1_cds_QHS69459.1_1	3387	0	935
lcl|CP048130.1_cds_QHS69458.1_1	771	0	211
lcl|CP048130.1_cds_QHS69457.1_1	1554	0	493
lcl|CP048130.1_cds_QHS69456.1_1	1062	0	307
lcl|CP048130.1_cds_QHS69455.1_1	1293	0	319
lcl|CP048130.1_cds_QHS69454.1_1	1107	0	319
lcl|CP048130.1_cds_QHS69453.1_1	1221	0	304
lcl|CP048130.1_cds_QHS69452.1_1	2142	0	648
lcl|CP048130.1_cds_QHS69451.1_1	1566	0	494
lcl|CP048130.1_cds_QHS69450.1_1	750	0	198
